DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location,FacilityType,Permit_status,Approved,Received,PriorPermit,ExpirationDate
1,Monday,8AM,9AM,18MFF-0050,250 NAPOLEON ST,8:00am-8:10am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181891,,8:00,9:00,9504000,6/7/11 16:11,6/7/11 16:11,4343,21,Y,Park's Catering,6012192.748,2099863.298,37.7465114,-122.4005547,"(37.7465113997359, -122.400554729715)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,8AM,9AM,18MFF-0048,1400 MINNESOTA ST,"8:20am-8:30am, 11:15am-11:20am","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181831,,8:00,9:00,9061000,10/24/11 15:56,10/24/11 15:59,4293,18,Y,Anas Goodies Catering,6015358.18,2101883.807,37.75223532,-122.38975,"(37.7522353219293, -122.38975002217)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,8AM,9AM,18MFF-0048,998 INDIANA ST,8:15am-8:20am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181830,,8:00,9:00,7195000,10/24/11 15:55,10/24/11 15:55,4105,11,Y,Anas Goodies Catering,6014965.72,2103933.521,37.75784163,-122.3912505,"(37.7578416291379, -122.391250489057)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,9AM,10AM,18MFF-0048,640 TENNESSEE ST,"9:10am-9:15am, 12:25pm-12:30pm","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181837,,9:00,10:00,12482000,10/24/11 16:09,10/24/11 16:10,3996,12,Y,Anas Goodies Catering,6015407.526,2106068.769,37.76372907,-122.3898717,"(37.7637290705316, -122.389871672284)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
5,Friday,8AM,9AM,18MFF-0048,815 TENNESSEE ST,8:10am-8:15am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181829,,8:00,9:00,12484000,10/24/11 15:54,10/24/11 15:54,4059,001B,Y,Anas Goodies Catering,6015493.185,2105257.142,37.76150527,-122.3895187,"(37.7615052674833, -122.389518714761)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,9AM,10AM,18MFF-0048,1750 FOLSOM ST,9:15am-9:20am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181838,,9:00,10:00,5687000,10/24/11 16:10,10/24/11 16:11,3530,6,Y,Anas Goodies Catering,6007987.795,2108149.251,37.76902733,-122.4156816,"(37.7690273253983, -122.415681626119)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
3,Wednesday,12PM,1PM,18MFF-0048,700 PENNSYLVANIA AVE,"9:50am-9:55am, 12:07pm-12:11pm","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181843,,12:00,13:00,10336000,10/24/11 16:17,10/24/11 16:17,4167,10,Y,Anas Goodies Catering,6014404.744,2103845.96,37.75757006,-122.3931845,"(37.7575700580023, -122.393184466145)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
5,Friday,10AM,11AM,18MFF-0050,Assessors Block 4644/Lot008,"Setup at 780 Innes Ave. 6:20am-6:30am, 10:10am-10:15am, 11:50am-12:00pm (all M-F)","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181887,,10:00,11:00,7253000,6/7/11 15:53,6/7/11 15:53,4644,8,Y,Park's Catering,6019956.89,2094023.408,37.73090615,-122.3733026,"(37.7309061503597, -122.373302577485)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,10AM,11AM,18MFF-0048,1411 MARKET ST,Set-up at 40 10th St: 10:00am-10:10am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181845,,10:00,11:00,8754101,10/24/11 16:20,10/24/11 16:20,3507,41,Y,Anas Goodies Catering,6007474.273,2110802.04,37.77628237,-122.4176459,"(37.7762823730273, -122.417645919077)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,9AM,10AM,18MFF-0048,640 TEXAS ST,Set-up at 660 Texas St: 9:20am-9:30am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181839,,9:00,10:00,12544000,10/24/11 16:12,10/24/11 16:12,4101,65,Y,Anas Goodies Catering,6013822.989,2104125.073,37.75830411,-122.395216,"(37.7583041058491, -122.395215975869)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
5,Friday,9AM,10AM,18MFF-0048,380 10TH ST,9:55am-10:00am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181844,,9:00,10:00,489000,10/24/11 16:18,10/24/11 16:18,3520,87,Y,Anas Goodies Catering,6009197.856,2109108.401,37.77172888,-122.4115639,"(37.7717288754541, -122.411563857806)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
5,Friday,8AM,9AM,18MFF-0050,250 NAPOLEON ST,8:00am-8:10am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181891,,8:00,9:00,9504000,6/7/11 16:11,6/7/11 16:11,4343,21,Y,Park's Catering,6012192.748,2099863.298,37.7465114,-122.4005547,"(37.7465113997359, -122.400554729715)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,11AM,12PM,18MFF-0048,131 SHOTWELL ST,11:05am-11:15am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181849,,11:00,12:00,11833000,10/24/11 16:24,10/24/11 16:25,5501,3,Y,Anas Goodies Catering,6007747.114,2107182.493,37.7663593,-122.4164456,"(37.7663593026796, -122.41644564135)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
5,Friday,8AM,9AM,18MFF-0049,3433 03RD ST,"Set-up at 3451 3rd St: 8:00am-8:10am, 11:00am-11:05am","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1181883,,8:00,9:00,198101,4/10/12 9:58,4/10/12 9:58,5203,23,Y,Quan Catering,6016102.696,2099523.257,37.745795,-122.3870107,"(37.7457950012142, -122.387010722473)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
5,Friday,8AM,9AM,18MFF-0048,998 INDIANA ST,8:15am-8:20am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181830,,8:00,9:00,7195000,10/24/11 15:55,10/24/11 15:55,4105,11,Y,Anas Goodies Catering,6014965.72,2103933.521,37.75784163,-122.3912505,"(37.7578416291379, -122.391250489057)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
3,Wednesday,9AM,10AM,18MFF-0047,949 PRESIDIO AVE,9:25am to 9:50am,"Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",1181739,,9:00,10:00,10770000,5/12/11 7:54,5/12/11 7:55,1072,1,Y,BH & MT LLC,5999332.92,2113416.472,37.78299944,-122.4459971,"(37.7829994444845, -122.445997086089)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
5,Friday,7AM,8AM,18MFF-0050,1801 EVANS AVE,7:40am-7:55am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181890,,7:00,8:00,5337000,6/7/11 16:09,6/7/11 16:09,5232,5,Y,Park's Catering,6014579.449,2099293.127,37.74507865,-122.3922618,"(37.745078648302, -122.392261844141)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
3,Wednesday,12PM,1PM,18MFF-0050,1575 BURKE AVE,"1575 BURKE - 7:25am-7:30am, 12:25pm-12:30pm. 1585 BURKE 9:55am-10:00am","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181908,,12:00,13:00,3376000,6/17/11 14:52,6/17/11 14:53,5203,43,Y,Park's Catering,6016221.536,2099116.915,37.74468585,-122.3865715,"(37.7446858481632, -122.386571458803)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,11AM,12PM,18MFF-0050,1000 EVANS AVE,11:30am-11:40am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181905,,11:00,12:00,5329000,6/7/11 16:38,6/7/11 16:38,4580,2,Y,Park's Catering,6019397.263,2095750.406,37.73561737,-122.375357,"(37.7356173732492, -122.375356982718)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,10AM,11AM,18MFF-0047,3253 16TH ST,10:25am to 10:30am,"Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",1181741,,10:00,11:00,736000,5/12/11 8:13,10/24/11 16:38,3567,39,Y,BH & MT LLC,6005169.614,2106614.613,37.76465475,-122.4253203,"(37.7646547537034, -122.425320325481)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
5,Friday,8AM,9AM,18MFF-0048,1315 ARMSTRONG AVE,8:40am-8:45am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181833,,8:00,9:00,2458000,10/24/11 16:01,10/24/11 16:01,4851,17,Y,Anas Goodies Catering,6015946.968,2091286.248,37.72316921,-122.3869748,"(37.7231692072554, -122.38697483362)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,6AM,7AM,18MFF-0050,Assessors Block 4644/Lot008,"Setup at 780 Innes Ave. 6:20am-6:30am, 10:10am-10:15am, 11:50am-12:00pm (all M-F)","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181887,,6:00,7:00,7253000,6/7/11 15:53,6/7/11 15:53,4644,8,Y,Park's Catering,6019956.89,2094023.408,37.73090615,-122.3733026,"(37.7309061503597, -122.373302577485)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,11AM,12PM,18MFF-0048,1400 MINNESOTA ST,"8:20am-8:30am, 11:15am-11:20am","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181831,,11:00,12:00,9061000,10/24/11 15:56,10/24/11 15:59,4293,18,Y,Anas Goodies Catering,6015358.18,2101883.807,37.75223532,-122.38975,"(37.7522353219293, -122.38975002217)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,12PM,1PM,18MFF-0048,951 INDIANA ST,12:00pm-12:06pm,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181856,,12:00,13:00,7195000,10/24/11 16:32,10/24/11 16:32,4106,24,Y,Anas Goodies Catering,6014993.983,2104151.168,37.75844081,-122.391168,"(37.7584408101697, -122.391167953092)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
3,Wednesday,12PM,1PM,18MFF-0050,1570 BURKE AVE,"7:15am-7:20am, 10:00am-10:05am, 12:15pm-12:20pm (all M-F)","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181889,,12:00,13:00,3376000,6/7/11 16:06,6/7/11 16:07,5203,66,Y,Park's Catering,6016270.581,2099130.191,37.74472502,-122.3864028,"(37.7447250168321, -122.386402793857)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,12PM,1PM,18MFF-0050,1570 BURKE AVE,"7:15am-7:20am, 10:00am-10:05am, 12:15pm-12:20pm (all M-F)","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181889,,12:00,13:00,3376000,6/7/11 16:06,6/7/11 16:07,5203,66,Y,Park's Catering,6016270.581,2099130.191,37.74472502,-122.3864028,"(37.7447250168321, -122.386402793857)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,9AM,10AM,18MFF-0048,601 23RD ST,Set-up at 690 24th St: 9:30am-9:35am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181840,,9:00,10:00,1232000,10/24/11 16:14,10/24/11 16:14,4232,10,Y,Anas Goodies Catering,6016379.04,2103029.904,37.75543882,-122.3862996,"(37.755438822485, -122.386299593481)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,8AM,9AM,18MFF-0048,1315 ARMSTRONG AVE,8:40am-8:45am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181833,,8:00,9:00,2458000,10/24/11 16:01,10/24/11 16:01,4851,17,Y,Anas Goodies Catering,6015946.968,2091286.248,37.72316921,-122.3869748,"(37.7231692072554, -122.38697483362)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
2,Tuesday,10AM,11AM,18MFF-0050,3450 03RD ST,10:25am-10:30am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181902,,10:00,11:00,198201,6/7/11 16:31,6/7/11 16:32,5211,29,Y,Park's Catering,6015841.403,2099487.67,37.74568281,-122.3879118,"(37.7456828142552, -122.387911761433)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
2,Tuesday,6AM,7AM,18MFF-0050,Assessors Block 4645/Lot015,Setup at 894 Innes Ave. 11:45am-11:50am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181907,,6:00,7:00,7254000,6/10/11 9:37,6/10/11 9:37,4645,15,Y,Park's Catering,6019359.973,2094482.884,37.73213495,-122.3753981,"(37.7321349519222, -122.375398078567)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
2,Tuesday,10AM,11AM,18MFF-0047,3253 16TH ST,10:25am to 10:30am,"Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",1181741,,10:00,11:00,736000,5/12/11 8:13,10/24/11 16:38,3567,39,Y,BH & MT LLC,6005169.614,2106614.613,37.76465475,-122.4253203,"(37.7646547537034, -122.425320325481)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
2,Tuesday,10AM,11AM,18MFF-0048,150 OTIS ST,Set-up at 130 Otis St: 10:30am-10:35am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181846,,10:00,11:00,10048000,10/24/11 16:21,10/24/11 16:21,3513,8,Y,Anas Goodies Catering,6006666.12,2108857.226,37.77089687,-122.4203035,"(37.7708968719166, -122.420303482979)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,11AM,12PM,18MFF-0049,3433 03RD ST,"Set-up at 3451 3rd St: 8:00am-8:10am, 11:00am-11:05am","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1181883,,11:00,12:00,198101,4/10/12 9:58,4/10/12 9:58,5203,23,Y,Quan Catering,6016102.696,2099523.257,37.745795,-122.3870107,"(37.7457950012142, -122.387010722473)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
5,Friday,10AM,11AM,18MFF-0050,525 PHELPS ST,10:35am-10:40am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181903,,10:00,11:00,10397000,6/7/11 16:32,6/7/11 16:33,5242,15,Y,Park's Catering,6015469.998,2098212.941,37.74216209,-122.389107,"(37.7421620878271, -122.389107048701)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
3,Wednesday,9AM,10AM,18MFF-0048,640 TENNESSEE ST,"9:10am-9:15am, 12:25pm-12:30pm","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181837,,9:00,10:00,12482000,10/24/11 16:09,10/24/11 16:10,3996,12,Y,Anas Goodies Catering,6015407.526,2106068.769,37.76372907,-122.3898717,"(37.7637290705316, -122.389871672284)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,8AM,8AM,18MFF-0049,500 SELBY ST,"8:35am-8:40am, 11:05-11:10am","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1181873,,8:00,8:00,11741000,3/28/12 16:32,3/28/12 16:33,5264,49,Y,Quan Catering,6013548.79,2099028.96,37.74429602,-122.3958072,"(37.7442960182807, -122.395807199913)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
2,Tuesday,11AM,12PM,18MFF-0047,401 23RD ST,"located at 650 24th Street, 11am to 11:05am","Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",1181743,,11:00,12:00,1232000,5/12/11 8:27,5/12/11 8:27,4232,10,Y,BH & MT LLC,6016755.284,2103051.789,37.75551973,-122.3849999,"(37.7555197319435, -122.384999937383)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
3,Wednesday,9AM,10AM,18MFF-0049,2920 03RD ST,9:20am-9:25am,"Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1181877,,9:00,10:00,194201,3/28/12 16:38,3/28/12 16:39,4295,14,Y,Quan Catering,6015904.533,2101988.386,37.75255276,-122.3878679,"(37.7525527576463, -122.387867927348)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,9AM,10AM,18MFF-0050,1575 BURKE AVE,"1575 BURKE - 7:25am-7:30am, 12:25pm-12:30pm. 1585 BURKE 9:55am-10:00am","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181908,,9:00,10:00,3376000,6/17/11 14:52,6/17/11 14:53,5203,43,Y,Park's Catering,6016221.536,2099116.915,37.74468585,-122.3865715,"(37.7446858481632, -122.386571458803)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,8AM,9AM,18MFF-0048,1346 EDDY ST,Set-up at 1350 Eddy St: 8:55am-9:00am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181835,,8:00,9:00,5070000,10/24/11 16:03,10/24/11 16:04,733,14,Y,Anas Goodies Catering,6004006.407,2112885.223,37.78180653,-122.4297908,"(37.7818065268172, -122.429790840366)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
5,Friday,12PM,1PM,18MFF-0048,601 MARIPOSA ST,"9:40am-9:45am, 12:20pm-12:25pm","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181841,,12:00,13:00,8714000,10/24/11 16:15,10/24/11 16:15,3996,13,Y,Anas Goodies Catering,6015409.889,2106241.563,37.76420366,-122.3898756,"(37.764203655834, -122.389875569211)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,10AM,11AM,18MFF-0046,301 EXECUTIVE PARK BLVD,10:10am-10:25am,"Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks",1181729,,10:00,11:00,5374000,8/29/11 16:56,8/29/11 16:56,4991,240,Y,Golden Catering,6014761.541,2086930.261,37.71114281,-122.3907684,"(37.7111428086172, -122.390768390822)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
2,Tuesday,7AM,8AM,18MFF-0048,1420 CARROLL AVE,Set-up at 1440 Carroll Ave: 7:50am-7:55am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181827,,7:00,8:00,3736000,10/24/11 15:49,10/24/11 15:49,4879,23,Y,Anas Goodies Catering,6015073.458,2091290.276,37.72313186,-122.3899947,"(37.7231318599658, -122.389994696076)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
0,Sunday,7AM,6PM,12MFF-0083,79 NEW MONTGOMERY ST,Push cart located on the sidewalk 25 linear feet NW of the Mission St & New Montgomery St intersection.,Hot Indian Chai (Tea),364218,,7:00,18:00,9543000,4/3/12 14:59,5/1/12 15:10,3707,14,N,The Chai Cart,6012448.524,2114861.954,37.78770861,-122.4007238,"(37.7877086092889, -122.400723790401)",Push Cart,SUSPEND,,4/3/12,,
2,Tuesday,9AM,10AM,18MFF-0050,330 NEWHALL ST,9:10am-9:15am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181897,,9:00,10:00,9563000,6/7/11 16:27,6/7/11 16:27,5203,35,Y,Park's Catering,6016411.813,2098371.403,37.74264936,-122.3858616,"(37.7426493577383, -122.385861558324)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
3,Wednesday,10AM,11AM,18MFF-0048,150 OTIS ST,Set-up at 130 Otis St: 10:30am-10:35am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181846,,10:00,11:00,10048000,10/24/11 16:21,10/24/11 16:21,3513,8,Y,Anas Goodies Catering,6006666.12,2108857.226,37.77089687,-122.4203035,"(37.7708968719166, -122.420303482979)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,10AM,8PM,11MFF-0175,901 MARKET ST,Pushcart located on the Market St sidewalk frontage approximately 5LF East of the Western property line.,"Kebab, Halal Gyros, Grilled Halal Meat, Beverages",334914,,10:00,20:00,8748101,9/26/11 13:04,9/26/11 13:05,3704,1,N,"Halal Cart, LLC",6010316.037,2113536.073,37.78394888,-122.4080083,"(37.7839488842882, -122.408008279363)",Push Cart,INACTIVE,,9/26/11,,
3,Wednesday,10AM,11AM,18MFF-0050,3450 03RD ST,10:25am-10:30am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181902,,10:00,11:00,198201,6/7/11 16:31,6/7/11 16:32,5211,29,Y,Park's Catering,6015841.403,2099487.67,37.74568281,-122.3879118,"(37.7456828142552, -122.387911761433)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
2,Tuesday,9AM,10AM,18MFF-0048,640 TENNESSEE ST,"9:10am-9:15am, 12:25pm-12:30pm","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1181837,,9:00,10:00,12482000,10/24/11 16:09,10/24/11 16:10,3996,12,Y,Anas Goodies Catering,6015407.526,2106068.769,37.76372907,-122.3898717,"(37.7637290705316, -122.389871672284)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
4,Thursday,7AM,8AM,18MFF-0050,1801 EVANS AVE,7:40am-7:55am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1181890,,7:00,8:00,5337000,6/7/11 16:09,6/7/11 16:09,5232,5,Y,Park's Catering,6014579.449,2099293.127,37.74507865,-122.3922618,"(37.745078648302, -122.392261844141)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
1,Monday,9AM,10AM,18MFF-0049,2920 03RD ST,9:20am-9:25am,"Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1181877,,9:00,10:00,194201,3/28/12 16:38,3/28/12 16:39,4295,14,Y,Quan Catering,6015904.533,2101988.386,37.75255276,-122.3878679,"(37.7525527576463, -122.387867927348)",Truck,APPROVED,7/9/18,7/9/18,1/1/00,7/15/19
